,Unnamed: 0,Balancing method,Imbalance %,Model name,Model ID,acc,f1,precision,recall,mcc,auc,spearman,spearman_pval
125,124,Translation,50,SVM,4,0.78,0.7471264367816092,0.8783783783783784,0.65,0.5799451149344533,0.8785,0.9878787878787878,9.307459988955517e-08
126,67,imbalanced,50,SVM,4,0.815,0.7978142076502732,0.8795180722891566,0.73,0.6393056938253822,0.918,0.9878044218151566,9.53712822407752e-08
1,28,paraphrase,10,SVM,0,0.505,0.0198019801980198,1.0,0.01,0.0708881205008336,0.724,0.9030303030303028,0.0003436121977632
3,16,paraphrase,10,SVM,1,0.5,0.0196078431372549,0.5,0.01,0.0,0.7323999999999999,0.8431767132084292,0.0021800157315393
5,26,paraphrase,10,SVM,2,0.505,0.0198019801980198,1.0,0.01,0.0708881205008336,0.6483,0.7890240316738918,0.0066604718948152
7,25,paraphrase,10,SVM,3,0.505,0.0198019801980198,1.0,0.01,0.0708881205008336,0.6707,0.7818181818181817,0.0075470077810678
9,19,paraphrase,10,SVM,4,0.51,0.0392156862745098,1.0,0.02,0.1005037815259212,0.7057,0.8875420937728943,0.0006096659573243
11,15,paraphrase,20,SVM,0,0.545,0.165137614678899,1.0,0.09,0.2170723815877264,0.8584000000000002,0.960490759014502,1.0163235882999593e-05
13,21,paraphrase,20,SVM,1,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.7976000000000001,0.9235862696337802,0.0001359168097324
15,22,paraphrase,20,SVM,2,0.535,0.1308411214953271,1.0,0.07,0.1904453466268301,0.8169,0.9451395216446112,3.707957081777725e-05
17,24,paraphrase,20,SVM,3,0.53,0.1132075471698113,1.0,0.06,0.1758631145281647,0.8323999999999999,0.9662682041877618,5.438097117033142e-06
19,23,paraphrase,20,SVM,4,0.52,0.0769230769230769,1.0,0.04,0.1428571428571428,0.7799999999999999,0.8963581269790831,0.0004446886629646
21,29,paraphrase,50,SVM,0,0.78,0.7380952380952381,0.9117647058823528,0.62,0.5910804632890486,0.9046,0.9726488698881034,2.3689349006384747e-06
23,20,paraphrase,50,SVM,1,0.82,0.7906976744186047,0.9444444444444444,0.68,0.6666666666666666,0.9166,0.966401527166472,5.353497542234752e-06
25,18,paraphrase,50,SVM,2,0.775,0.7169811320754716,0.9661016949152542,0.57,0.6030136281623236,0.90845,1.0,6.646897422032013e-64
27,17,paraphrase,50,SVM,3,0.78,0.7380952380952381,0.9117647058823528,0.62,0.5910804632890486,0.907,0.9726488698881034,2.3689349006384747e-06
29,27,paraphrase,50,SVM,4,0.81,0.7764705882352942,0.9428571428571428,0.66,0.6499365987675894,0.9126,0.9726488698881034,2.3689349006384747e-06
